;album;album_id;num_album;nome;letra;musicas_album;data
168;19 (US Limited Edition);847017;2.0;Best for Last;"Wait, do you see my heart on my sleeve?
It's been there for days on end
And it's been waitin' for you to open up yours, too
Baby, come on now, I'm trying to tell you just how
I'd like to hear the words roll out of your mouth finally
Say that it's always been me

That's made you feel a way you've never felt before
And I'm all you need and that you never want more
Then you'd say all of the right things without a clue
But you'd save the best for last like I'm the one for you
You should know that you're just a temporary fix
This is not rooted with you, it don't mean that much to me
You're just a filler in the space that happened to be free
How dare you think you'd get away with tryin' to play me, yeah?

Why is it every time I think I've tried my hardest
It turns out it ain't enough?
You're still not mentioning love
What am I supposed to do to make you want me properly?
I'm takin' these chances and getting nowhere
And though I'm trying my hardest, you go back to her
And I think that I know things may never change
I'm still hopin' one day I might hear you say

I make you feel a way you've never felt before
And I'm all you need and that you never want more
Then you'd say all of the right things without a clue
But you'd save the best for last like I'm the one for you

You should know that you're just a temporary fix
This is not rooted with you, it don't mean that much to me
You're just a filler in the space that happened to be free
How dare you think you'd get away with tryin' to play me, yeah?";17;2008-01-28
169;19 (US Limited Edition);847017;3.0;Chasing Pavements;"I've made up my mind
Don't need to think it over
If I'm wrong, I am right
Don't need to look no further
This ain't lust, I know this is love, but
If I tell the world, I'll never say enough
'Cause it was not said to you
And that's exactly what I need to do if I end up with you

Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
I build myself up and fly around in circles
Waiting as my heart drops
And my back begins to tingle
Finally, could this be it, or?

Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up or should I just keep chasing pavements
Even if it leads nowhere? Yeah

Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up or should I just keep on chasing pavements?
Should I just keep on chasing pavements?
Oh-oh

Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up or should I just keep chasing pavements
Even if it leads nowhere?";17;2008-01-14
170;19 (US Limited Edition);847017;4.0;Cold Shoulder;"You say it's all in my head
And the things I think just don't make sense
So where you been, then? Don't go all coy
Don't turn it 'round on me like it's my fault
See, I can see that look in your eyes
The one that shoots me each and every time (each and every time)

You grace me with your cold shoulder
Whenever you look at me and wish I was her
You shower me with words made of knives
Whenever you look at me and wish I was her
These days when I see you
You make it look like I'm see-through
Do tell me why you waste our time
When your heart ain't in it and you're not satisfied
You know I know just how you feel
I'm starting to find myself feeling that way too when

You grace me with your cold shoulder
Whenever you look at me and wish I was her
You shower me with words made of knives
Whenever you look at me and wish I was her

Time and time again, I play the role of fool
(Just for you)
And even in the daylight when you think that
(I don't see you)
I try to look for things I hear but our eyes never find
Though I do know how you play

You grace me with your cold shoulder
Whenever you look at me and wish I was her
You shower me with words made of knives
Whenever you look at me and wish I was her
You grace me with your cold shoulder
Whenever you look at me and wish I was her
You shower me with words made of knives
Whenever you look at me and wish I was her";17;2008-01-28
171;19 (US Limited Edition);847017;5.0;Crazy for You;"Found myself today singin' out loud your name
You said I'm crazy, if I am, I'm crazy for you
Sometimes sittin' in the dark, wishin' you were here
Turns me crazy, but it's you who makes me lose my head

And every time I'm meant to be acting sensible
You drift into my head and
Turn me into a crumblin' fool
Tell me to run and I'll race
If you want me to stop I'll freeze
And if you want me gone, I'll leave
Just hold me closer, baby
And make me crazy for you
Crazy for you

Lately with this state I'm in, I can't help myself but spin
I wish you'd come over, send me spinning closer to you
My, oh my, how my blood boils, it's sweet taste for you
Strips me down bare and gets me into my favourite mood

I keep on trying, fighting these feelings away
But the more I do
The crazier I turn into

Pacing floors and opening doors
Hoping you'll walk through
And save me, boy
Because I'm too crazy for you
Crazy for you";17;2008-01-28
172;19 (US Limited Edition);847017;6.0;Melt My Heart to Stone;"Right under my feet is air made of bricks
That pulls me down and turns me weak for you
I find myself repeating like a broken tune
And I'm forever excusing your intentions
Then, I give in to my pretendings
Which forgive you each time
Without me knowing
They melt my heart to stone

And I hear your words that I made up
You say my name like there could be an us
I best tidy up my head, I'm the only one in love
I'm the only one in love
Each and every time I turn around to leave
I feel my heart begin to burst and bleed
So, desperately, I try to link it with my head
But instead, I fall back to my knees
As you tear your way right through me
I forgive you once again
Without me knowing
You've burnt my heart to stone

And I hear your words that I made up
You say my name like there could be an us
I best tidy up my head, I'm the only one in love
I'm the only one in love

Why do you steal my hand
Whenever I'm standing my own ground?
You build me up and leave me there

Well, I hear your words you made up
I say your name like there should be an us
I best tidy up my head, I'm the only one
In love, I'm the only one in love";17;2008-01-28
173;19 (US Limited Edition);847017;7.0;First Love;"So little to say but so much time
Despite my empty mouth, the words are in my mind
Please wear the face, the one where you smile
Because you lighten up my heart when I start to cry
Forgive me, first love, but I'm tired
I need to get away to feel again
Try to understand why
Don't get so close to change my mind
Please wipe that look out of your eyes
It's bribing me to doubt myself
Simply, it's tiring
This love has dried up, and stayed behind
And if I stay, I'll be a lie
Then choke on words I'd always hide
Excuse me, first love, but we're through
I need to taste the kiss from someone new
Forgive me, first love, but I'm too tired
I'm bored to say the least and I, I lack desire

Forgive me, first love, forgive me, first love
Forgive me, first love, forgive me, first love, forgive me
Forgive me, first love, forgive me, first love";17;2008-01-28
174;19 (US Limited Edition);847017;8.0;Right as Rain;"Who wants to be right as rain?
It's better when something is wrong
You get excitement in your bones
And everything you do's a game
When night comes, and you're on your own
You can say, ""I chose to be alone""
Who wants to be right as rain?
It's harder when you're on top
'Cause when hard work don't pay off and I'm tired
There ain't no room in my bed, as far as I'm concerned
So wipe that dirty smile off
We won't be making up, I've cried my heart out
And now I've had enough of love

Who wants to be riding high
When you'll just crumble back on down?
You give up everything you are
And even then, you don't get far
They make believe that everything
Is exactly what it seems
But at least when you're at your worst
You know how to feel things

See, when hard work don't pay off and I'm tired
There ain't no room in my bed, as far as I'm concerned
So wipe that dirty smile off
We won't be making up, I've cried my heart out
And now, I've had enough of (love)

Go ahead and steal my heart to make me cry again
'Cause it will never hurt as much it did then
When we were both right, and no one had blame
But now, I give up on this endless game";17;2008-01-28
175;19 (US Limited Edition);847017;9.0;Make You Feel My Love;"When the rain is blowing in your face
And the whole world is on your case
I could offer you a warm embrace
To make you feel my love

When the evening shadows and the stars appear
And there is no one there to dry your tears
I could hold you for a million years
To make you feel my love
I know you haven't made your mind up yet
But I will never do you wrong
I've known it from the moment that we met
No doubt in my mind where you belong

I'd go hungry, I'd go black and blue
I'd go crawling down the avenue
Know there's nothing that I wouldn't do
To make you feel my love


The storms are raging on the rollin' sea
And on the highway of regret
The winds of change are blowing wild and free
You ain't seen nothing like me yet

I could make you happy, make your dreams come true
Nothing that I wouldn't do
Go to the ends of the earth for you
To make you feel my love
To make you feel my love";17;2008-01-28
176;19 (US Limited Edition);847017;10.0;My Same;"Aye, aye, aye-aye
Aye, aye, aye-aye
Aye, aye, aye-aye
Aye, aye, aye-aye

You said I'm stubborn and I never give in
I think you're stubborn 'cept you're always softening
You say I'm selfish, I agree with you on that
I think you're giving nothing way too much, in fact
I say we've only known each other a year
You say, ""*Pfft*, I've known you longer, my dear""
You like to be so close, I like to be alone
I like to sit on chairs and you prefer the floor
Walking with each other, think we'll never match at all
But we do, but we do, do-do-do
But we do, but we do, do-do-do, do-do-do-do
I thought I knew myself, somehow you know me more
I've never known this, never before
You're the first to make up whenever we argue
I don't know who I'd be if I didn't know you
You're so provocative, I'm so conservative
You're so adventurous, I'm so very cautious, combining
You'd think we wouldn't, we do, but we do, do-do-do
But we do, but we do, do-do-do, do-do-do-do

Aye, aye, aye-aye
Aye, aye, aye-aye
Your, your-your, your
Your, your-your, your...
Favoritism ain't my thing but
In this situation, I'll be glad
Favoritism ain't my thing but
In this situation, I'll be glad to make an exception (Woah, oh)

You said I'm stubborn and I never give in
I think you're stubborn 'cept you're always softening
You say I'm selfish, I agree with you on that
I think you're giving nothing way too much, in fact
I say we've only known each other a year
You say, ""*Pfft*, I've known you longer, my dear""
You like to be so close, I like to be alone
I like to sit on chairs and you prefer the floor
Walking with each other, think we'll never match at all
But we do";17;2008-01-28
177;19 (US Limited Edition);847017;11.0;Tired;"Hold my hand
While you cut me down
It'd only just begun
But now it's over now
And you're in the heat of moments
With your heart playing up cold
I'm between the middle
Watching hastiness unfold
On my eyes
You were smiling in the spotlight
Dancing with the night
The night fell off your mind
I'm tired of trying
Your teasing ain't enough
Fed up of biding your time
When I don't get nothing back
And for what, and for what, and for what
When I don't get nothing back
Boy, I'm tired

Where'd you go
When you stay behind
I looked up and inside down
And outside only to find
A double taking, punching hard
And laughing at my smile
I get closer
You obviously prefer her

I'm tired of trying
Your teasing ain't enough
Fed up of biding your time
When I don't get nothing back
And for what, and for what, and for what
When I don't get nothing back
Boy, I'm tired of trying
Your teasing ain't enough
Fed up of biding your time
When I don't get nothing back
And for what, and for what, and for what
When I don't get nothing back
Hey, I'm tired";17;2008-01-28
178;19 (US Limited Edition);847017;12.0;Hometown Glory;"I've been walking in the same way as I did
Missing out the cracks in the pavement
And tutting my heel and strutting my feet
""Is there anything I can do for you dear?""
""Is there anyone I could call?""
""No and thank you, please madame
I ain't lost, just wandering""

'Round my hometown
Memories are fresh
'Round my hometown
Ooh, the people I've met
Are the wonders of my world
Are the wonders of my world
Are the wonders of this world
Are the wonders now
I like it in the city
When the air is so thick and opaque
I love it to see everybody in short skirts, shorts and shades
I like it in the city when two worlds collide
You get the people and the government
Everybody taking different sides

Shows that we ain't gonna stand shit
Shows that we are united
Shows that we ain't gonna take it
Shows that we ain't gonna stand shit
Shows that we are united

'Round my hometown
Memories are fresh
'Round my hometown
Ooh, the people I've met, yeah

Doo-da-da-da-da-da-da-da-dah, yeah
Doo-da-da-da-da-da-da-da-dah, yeah
Doo-doo-doo-doo ooh-ooh yeah
Yeah, yeah-ey
Are the wonders of my world
Are the wonders of my world
Are the wonders of this world
Are the wonders of my world
Of my world
Yeah, of my world
Of my world, yeah";17;2007-10-22
179;19 (US Limited Edition);847017;13.0;Right as Rain [Live at the Hotel Cafe];"Who wants to be right as rain
It’s better when something is wrong
You get excitement in your bones
And everything you do’s a game
When night comes and your all on your own
You can say I chose to be alone
Who want to be right as rain
It’s harder when your on top
'Cause when hard work don’t pay off
And I’m tired there ain't no room in my bed
As far as I’m concerned
So wipe that dirty smile off
We won’t be making up
I’ve cried my heart out
And now I’ve had enough of love
Who wants to be riding high
When you’ll just crumble back on down
You give up everything you are
And even then you don’t get far
They make believe that everything
Is exactly what it seems
But at least when your at your worst
You know how to feel things
See when hard work don’t pay off
And I’m tired there ain't no room in my bed
As far as I’m concerned
So wipe that dirty smile off
We won’t be making up
I’ve cried my heart out
And now I’ve had enough of love
Go ahead and still my heart
To make me cry again
'Cause it will never hurt
As much as it did then
When we were both right
And no one had blame
But now I give up
On this endless game";17;2008-01-28
180;19 (US Limited Edition);847017;14.0;Melt My Heart to Stone [Live at the Hotel Cafe];"Right under my feet there’s air made of bricks
Pulls me down turns me weak for you
I find myself repeating like a broken tune
And I’m forever excusing your intentions
And I give in to my pretendings
Which forgive you each time
Without me knowing
They melt my heart to stone
And I hear your words that I made up
You say my name like there could be an us
I best tidy up my head I’m the only one in love
I’m the only one in love
Each and every time I turn around to leave
I feel my heart begin to burst and bleed
So desperately I try to link it with my head
But instead I fall back to my knees
As you tear your way right through me
I forgive you once again
Without me knowing
You’ve burnt my heart to stone
And I hear your words that I made up
You say my name like there could be an us
I best tidy up my head I’m the only one in love
I’m the only one in love
Why do you steal my hand
Whenever I’m standing my own ground
You build me up, then leave me dead
Well I hear your words you made up
So I say your name like there could be an us
I best tidy up my head I’m the only one in love
I’m the only one in love";17;2008-01-28
181;19 (US Limited Edition);847017;15.0;My Same [Live at the Hotel Cafe];"You said I'm stubborn and I never give in
I think you're stubborn 'cept you're always softening
You say I'm selfish, I agree with you on that
I think you're giving out in way too much in fact
I say we've only known each other one year
You say I've known you longer my dear
You like to be so close, I like to be alone
I like to sit on chairs and you prefer the floor
Walking with each other, think we'll never match at all, but we do
But we do, but we do, but we do
I thought I knew myself, somehow you know me more
I've never known this, never before
You're the first to make out whenever we are two
I don't know who I'd be if I didn't know you
You're so provocative, I'm so conservative
You're so adventurous, I'm so very cautious, combining
You think we would and we do, but we do, but we do, but we do
Favouritism ain't my thing but
In this situation I'll be glad...
Favouritism ain't my thing but,in this situation I'll be glad to make an exception
You said I'm stubborn and I never give in
I think you're stubborn 'cept you're always softening
You say I'm selfish, I agree with you on that
I think you're giving out in way too much in fact
I say we've only known each other one year
You say I've known you longer my dear
You like to be so close, I like to be alone
I like to sit on chairs and you prefer the floor
Walking with each other, think we'll never match at all, but we do";17;2008-01-28
182;19 (US Limited Edition);847017;16.0;That’s It, I Quit, I’m Moving On [Live at the Hotel Cafe];"When we used to say goodnight
I'd always kiss and hold you tight
But lately you don’t seem to care
You close the door and leave me standing there
Oh, honey
That's not fair
That's it, I quit, I’m movin' on
The other night we had a date
And you showed up two hours late
And though your hair was all in place
Somebody smeared their lipstick on your face
Oh, they smeared it every place
Yeah that's it honey
I quit I'm movin' on
Oooohhhh
You made me want you
You made me leave you
You made me tumble and fall
But if I can't have you the way I want you
I don't want you at all
Baby, I can take a lot
'Cause I love everything you got
Though your kisses fill me
So if you got someone else I gotta go
Oh, that you know
Yeah that’s it honey
I quit I’m movin' on
Oooohhhh
You made me want you
You made me leave you
You made me tumble and fall
But if I can’t have you the way I want you
I don't want you at all";17;2008-01-28
183;19 (US Limited Edition);847017;17.0;Chasing Pavements [Live at the Hotel Cafe];"I've made up my mind
Don't need to think it over
If I'm wrong, I am right
Don't need to look no further
This ain't lust, I know this is love, but
If I tell the world, I'll never say enough
'Cause it was not said to you
And that's exactly what I need to do if I end up with you
Should I give up, or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up, or should I just keep chasing pavements
Even if it leads nowhere?
I build myself up and fly around in circles
Waiting as my heart drops
And my back begins to tingle
Finally, could this be it, or?
Should I give up, or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up, or should I just keep chasing pavements
Even if it leads nowhere? Yeah
Should I give up, or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up, or should I just keep on chasing pavements?
Should I just keep on chasing pavements?
Oh, oh
Should I give up, or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up, or should I just keep chasing pavements
Even if it leads nowhere?";17;2008-01-28
184;19 (Japanese and New Zealanders edition);938533;1.0;Daydreamer;"Daydreamer
Sitting on the sea
Soaking up the sun
He is a real lover
Of making up the past
And feeling up his girl
Like he's never felt her figure before

A jaw dropper
Looks good when he walks
Is the subject of their talk
He would be hard to chase
But good to catch
And he could change the world
With his hands behind his back, oh
You can find him sitting on your doorstep
Waiting for a surprise
And he will feel like he's been there for hours
And you can tell that he'll be there for life

Daydreamer
With eyes that make you melt
He lends his coat for shelter
Plus he's there for you
When he shouldn't be
But he stays all the same
Waits for you
Then sees you through

There's no way I could describe him
What I've said is just what I'm hoping for

But I will find him sitting on my doorstep
Waiting for a surprise
And he will feel like he's been there for hours
And I can tell that he'll be there for life
And I can tell that he'll be there for life";15;2008-01-28
185;19 (Japanese and New Zealanders edition);938533;2.0;Best for Last;"Wait, do you see my heart on my sleeve?
It's been there for days on end
And it's been waitin' for you to open up yours, too
Baby, come on now, I'm trying to tell you just how
I'd like to hear the words roll out of your mouth finally
Say that it's always been me

That's made you feel a way you've never felt before
And I'm all you need and that you never want more
Then you'd say all of the right things without a clue
But you'd save the best for last like I'm the one for you
You should know that you're just a temporary fix
This is not rooted with you, it don't mean that much to me
You're just a filler in the space that happened to be free
How dare you think you'd get away with tryin' to play me, yeah?

Why is it every time I think I've tried my hardest
It turns out it ain't enough?
You're still not mentioning love
What am I supposed to do to make you want me properly?
I'm takin' these chances and getting nowhere
And though I'm trying my hardest, you go back to her
And I think that I know things may never change
I'm still hopin' one day I might hear you say

I make you feel a way you've never felt before
And I'm all you need and that you never want more
Then you'd say all of the right things without a clue
But you'd save the best for last like I'm the one for you

You should know that you're just a temporary fix
This is not rooted with you, it don't mean that much to me
You're just a filler in the space that happened to be free
How dare you think you'd get away with tryin' to play me, yeah?";15;2008-01-28
186;19 (Japanese and New Zealanders edition);938533;3.0;Chasing Pavements;"I've made up my mind
Don't need to think it over
If I'm wrong, I am right
Don't need to look no further
This ain't lust, I know this is love, but
If I tell the world, I'll never say enough
'Cause it was not said to you
And that's exactly what I need to do if I end up with you

Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
I build myself up and fly around in circles
Waiting as my heart drops
And my back begins to tingle
Finally, could this be it, or?

Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up or should I just keep chasing pavements
Even if it leads nowhere? Yeah

Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up or should I just keep on chasing pavements?
Should I just keep on chasing pavements?
Oh-oh

Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up or should I just keep chasing pavements
Even if it leads nowhere?";15;2008-01-14
187;19 (Japanese and New Zealanders edition);938533;4.0;Crazy for You;"Found myself today singin' out loud your name
You said I'm crazy, if I am, I'm crazy for you
Sometimes sittin' in the dark, wishin' you were here
Turns me crazy, but it's you who makes me lose my head

And every time I'm meant to be acting sensible
You drift into my head and
Turn me into a crumblin' fool
Tell me to run and I'll race
If you want me to stop I'll freeze
And if you want me gone, I'll leave
Just hold me closer, baby
And make me crazy for you
Crazy for you

Lately with this state I'm in, I can't help myself but spin
I wish you'd come over, send me spinning closer to you
My, oh my, how my blood boils, it's sweet taste for you
Strips me down bare and gets me into my favourite mood

I keep on trying, fighting these feelings away
But the more I do
The crazier I turn into

Pacing floors and opening doors
Hoping you'll walk through
And save me, boy
Because I'm too crazy for you
Crazy for you";15;2008-01-28
188;19 (Japanese and New Zealanders edition);938533;5.0;Melt My Heart to Stone;"Right under my feet is air made of bricks
That pulls me down and turns me weak for you
I find myself repeating like a broken tune
And I'm forever excusing your intentions
Then, I give in to my pretendings
Which forgive you each time
Without me knowing
They melt my heart to stone

And I hear your words that I made up
You say my name like there could be an us
I best tidy up my head, I'm the only one in love
I'm the only one in love
Each and every time I turn around to leave
I feel my heart begin to burst and bleed
So, desperately, I try to link it with my head
But instead, I fall back to my knees
As you tear your way right through me
I forgive you once again
Without me knowing
You've burnt my heart to stone

And I hear your words that I made up
You say my name like there could be an us
I best tidy up my head, I'm the only one in love
I'm the only one in love

Why do you steal my hand
Whenever I'm standing my own ground?
You build me up and leave me there

Well, I hear your words you made up
I say your name like there should be an us
I best tidy up my head, I'm the only one
In love, I'm the only one in love";15;2008-01-28
189;19 (Japanese and New Zealanders edition);938533;6.0;First Love;"So little to say but so much time
Despite my empty mouth, the words are in my mind
Please wear the face, the one where you smile
Because you lighten up my heart when I start to cry
Forgive me, first love, but I'm tired
I need to get away to feel again
Try to understand why
Don't get so close to change my mind
Please wipe that look out of your eyes
It's bribing me to doubt myself
Simply, it's tiring
This love has dried up, and stayed behind
And if I stay, I'll be a lie
Then choke on words I'd always hide
Excuse me, first love, but we're through
I need to taste the kiss from someone new
Forgive me, first love, but I'm too tired
I'm bored to say the least and I, I lack desire

Forgive me, first love, forgive me, first love
Forgive me, first love, forgive me, first love, forgive me
Forgive me, first love, forgive me, first love";15;2008-01-28
190;19 (Japanese and New Zealanders edition);938533;7.0;Cold Shoulder;"You say it's all in my head
And the things I think just don't make sense
So where you been, then? Don't go all coy
Don't turn it 'round on me like it's my fault
See, I can see that look in your eyes
The one that shoots me each and every time (each and every time)

You grace me with your cold shoulder
Whenever you look at me and wish I was her
You shower me with words made of knives
Whenever you look at me and wish I was her
These days when I see you
You make it look like I'm see-through
Do tell me why you waste our time
When your heart ain't in it and you're not satisfied
You know I know just how you feel
I'm starting to find myself feeling that way too when

You grace me with your cold shoulder
Whenever you look at me and wish I was her
You shower me with words made of knives
Whenever you look at me and wish I was her

Time and time again, I play the role of fool
(Just for you)
And even in the daylight when you think that
(I don't see you)
I try to look for things I hear but our eyes never find
Though I do know how you play

You grace me with your cold shoulder
Whenever you look at me and wish I was her
You shower me with words made of knives
Whenever you look at me and wish I was her
You grace me with your cold shoulder
Whenever you look at me and wish I was her
You shower me with words made of knives
Whenever you look at me and wish I was her";15;2008-01-28
191;19 (Japanese and New Zealanders edition);938533;8.0;Make You Feel My Love;"When the rain is blowing in your face
And the whole world is on your case
I could offer you a warm embrace
To make you feel my love

When the evening shadows and the stars appear
And there is no one there to dry your tears
I could hold you for a million years
To make you feel my love
I know you haven't made your mind up yet
But I will never do you wrong
I've known it from the moment that we met
No doubt in my mind where you belong

I'd go hungry, I'd go black and blue
I'd go crawling down the avenue
Know there's nothing that I wouldn't do
To make you feel my love


The storms are raging on the rollin' sea
And on the highway of regret
The winds of change are blowing wild and free
You ain't seen nothing like me yet

I could make you happy, make your dreams come true
Nothing that I wouldn't do
Go to the ends of the earth for you
To make you feel my love
To make you feel my love";15;2008-01-28
192;19 (Japanese and New Zealanders edition);938533;9.0;My Same;"Aye, aye, aye-aye
Aye, aye, aye-aye
Aye, aye, aye-aye
Aye, aye, aye-aye

You said I'm stubborn and I never give in
I think you're stubborn 'cept you're always softening
You say I'm selfish, I agree with you on that
I think you're giving nothing way too much, in fact
I say we've only known each other a year
You say, ""*Pfft*, I've known you longer, my dear""
You like to be so close, I like to be alone
I like to sit on chairs and you prefer the floor
Walking with each other, think we'll never match at all
But we do, but we do, do-do-do
But we do, but we do, do-do-do, do-do-do-do
I thought I knew myself, somehow you know me more
I've never known this, never before
You're the first to make up whenever we argue
I don't know who I'd be if I didn't know you
You're so provocative, I'm so conservative
You're so adventurous, I'm so very cautious, combining
You'd think we wouldn't, we do, but we do, do-do-do
But we do, but we do, do-do-do, do-do-do-do

Aye, aye, aye-aye
Aye, aye, aye-aye
Your, your-your, your
Your, your-your, your...
Favoritism ain't my thing but
In this situation, I'll be glad
Favoritism ain't my thing but
In this situation, I'll be glad to make an exception (Woah, oh)

You said I'm stubborn and I never give in
I think you're stubborn 'cept you're always softening
You say I'm selfish, I agree with you on that
I think you're giving nothing way too much, in fact
I say we've only known each other a year
You say, ""*Pfft*, I've known you longer, my dear""
You like to be so close, I like to be alone
I like to sit on chairs and you prefer the floor
Walking with each other, think we'll never match at all
But we do";15;2008-01-28
193;19 (Japanese and New Zealanders edition);938533;10.0;Right as Rain;"Who wants to be right as rain?
It's better when something is wrong
You get excitement in your bones
And everything you do's a game
When night comes, and you're on your own
You can say, ""I chose to be alone""
Who wants to be right as rain?
It's harder when you're on top
'Cause when hard work don't pay off and I'm tired
There ain't no room in my bed, as far as I'm concerned
So wipe that dirty smile off
We won't be making up, I've cried my heart out
And now I've had enough of love

Who wants to be riding high
When you'll just crumble back on down?
You give up everything you are
And even then, you don't get far
They make believe that everything
Is exactly what it seems
But at least when you're at your worst
You know how to feel things

See, when hard work don't pay off and I'm tired
There ain't no room in my bed, as far as I'm concerned
So wipe that dirty smile off
We won't be making up, I've cried my heart out
And now, I've had enough of (love)

Go ahead and steal my heart to make me cry again
'Cause it will never hurt as much it did then
When we were both right, and no one had blame
But now, I give up on this endless game";15;2008-01-28
194;19 (Japanese and New Zealanders edition);938533;11.0;Tired;"Hold my hand
While you cut me down
It'd only just begun
But now it's over now
And you're in the heat of moments
With your heart playing up cold
I'm between the middle
Watching hastiness unfold
On my eyes
You were smiling in the spotlight
Dancing with the night
The night fell off your mind
I'm tired of trying
Your teasing ain't enough
Fed up of biding your time
When I don't get nothing back
And for what, and for what, and for what
When I don't get nothing back
Boy, I'm tired

Where'd you go
When you stay behind
I looked up and inside down
And outside only to find
A double taking, punching hard
And laughing at my smile
I get closer
You obviously prefer her

I'm tired of trying
Your teasing ain't enough
Fed up of biding your time
When I don't get nothing back
And for what, and for what, and for what
When I don't get nothing back
Boy, I'm tired of trying
Your teasing ain't enough
Fed up of biding your time
When I don't get nothing back
And for what, and for what, and for what
When I don't get nothing back
Hey, I'm tired";15;2008-01-28
195;19 (Japanese and New Zealanders edition);938533;12.0;Hometown Glory;"I've been walking in the same way as I did
Missing out the cracks in the pavement
And tutting my heel and strutting my feet
""Is there anything I can do for you dear?""
""Is there anyone I could call?""
""No and thank you, please madame
I ain't lost, just wandering""

'Round my hometown
Memories are fresh
'Round my hometown
Ooh, the people I've met
Are the wonders of my world
Are the wonders of my world
Are the wonders of this world
Are the wonders now
I like it in the city
When the air is so thick and opaque
I love it to see everybody in short skirts, shorts and shades
I like it in the city when two worlds collide
You get the people and the government
Everybody taking different sides

Shows that we ain't gonna stand shit
Shows that we are united
Shows that we ain't gonna take it
Shows that we ain't gonna stand shit
Shows that we are united

'Round my hometown
Memories are fresh
'Round my hometown
Ooh, the people I've met, yeah

Doo-da-da-da-da-da-da-da-dah, yeah
Doo-da-da-da-da-da-da-da-dah, yeah
Doo-doo-doo-doo ooh-ooh yeah
Yeah, yeah-ey
Are the wonders of my world
Are the wonders of my world
Are the wonders of this world
Are the wonders of my world
Of my world
Yeah, of my world
Of my world, yeah";15;2007-10-22
196;19 (Japanese and New Zealanders edition);938533;13.0;Painting Pictures;"Painting pictures with my mind
Making memories using my eyes
Filling up my heart with golden stories
Who adds some spice to the rhythm of life
Ooh
Welcome sunrise with the morning glory
I've changed my mind
There is no simple life for me
I want to see
I want to feel my heartbeat so
With the world that you feeling
I can feel the pressure pushing onto my heart
And it's teasing me
So scratch my itch and beat my drum
So I can start to begin what's begun
Painting pictures
Filling up my heart with golden stories
Painting pictures
Filling up my heart with golden stories
Running riots inside my soul
Fire burning and it's lighting me up
To scratch my itch and beat my drum
So I can finish what I have begun
Painting pictures
Filling up my heart with golden stories
Painting pictures
Filling up my heart with golden stories";15;2008-01-28
197;19 (Japanese and New Zealanders edition);938533;14.0;Now and Then;"Sometimes the hole you left hurts my heart
So bad it cuts through the deepest parts of me
And fills up my mouth with the words that cry
How I still try to stay inside

Hearts break and hearts wait to make us grow fonder
Then our eyes cry and souls sigh, so that we know that it hurts
Our hearts break and hearts wait to make us grow fonder
Then our eyes cry and souls sigh, so that we know that it hurts
Every now and then my memories ache
With the empty ideas of the ones we'd have made
But as time goes on and my age gets older
I love the ones I know, they're enough to picture the rest

Hearts break and hearts wait to make us grow fonder
Then our eyes cry and souls sigh, so that we know that it hurts
Our hearts break and hearts wait to make us grow fonder
Then our eyes cry and souls sigh, so that we know that it hurts

You know when to make me imagine you're here
You know when to make me imagine you're here
You know when to make me imagine you're here
You know when to make me imagine you're here";15;2008-04-21
198;19 (Japanese and New Zealanders edition);938533;15.0;That’s It, I Quit, I’m Movin’ On;"When we used to say goodnight
I'd always kiss and hold you tight
But lately you don't seem to care
You close the door
And leave me standing there
Oh, honey
That's not fair
That's it
I quit
I'm movin' on
The other night we had a date
And you showed up two hours late
And though your hair was all in place
Somebody smeared their lipstick on your face
Oh, they smeared it
Every place
Yeah that's it honey
I quit I'm movin' on
Oooohhhh

You made me want you
You made me leave you
You made me tumble and fall
But if I can't have you the way I want you
I don't want you at all

Baby, I can take a lot
'Cause I love everything you got
Though your kisses fill me
So if you got someone else
I gotta go
Oh, that you know
Yeah that's it honey
I quit I'm movin' on";15;2008-01-28
